sim_time,reservation_time_trigger,user_requests
0,0.0,0.1477
60,0.0,0.0
120,0.0,0.15284
180,0.0,0.34801
240,0.0,0.8615200000000001
300,0.0,0.0
360,0.0,1.10717
420,0.0,1.8795899999999999
480,0.0,1.14335
540,0.0,0.0
600,0.0,1.9799099999999998
660,0.0,0.0
720,0.0,0.55878
780,0.0,0.9398599999999999
840,0.0,2.09214
900,0.0,0.41488
960,0.0,0.5680000000000001
1020,0.0,0.48691
1080,0.0,1.08734
1140,0.0,1.06861
1200,0.0,1.9311300000000002
1260,0.0,1.06524
1320,0.0,0.92609
1380,0.0,0.0
1440,0.0,0.60361
1500,0.0,0.0
1560,0.0,0.4638
1620,0.0,0.0
1680,0.0,0.8241
1740,0.0,1.83009
1800,0.0,0.42522
1860,0.0,0.6085
1920,0.0,0.52542
1980,0.0,1.14297
2040,0.0,1.6968599999999998
2100,0.0,0.9715
2160,0.0,0.2586
2220,0.0,0.72597
2280,0.0,0.0
2340,0.0,0.50014
2400,0.0,0.0
2460,0.0,0.15563
2520,0.0,0.30987
2580,0.0,0.0
2640,0.0,3.0249699999999997
2700,0.0,0.51118
2760,0.0,1.72958
2820,0.0,0.7145699999999999
2880,0.0,0.62246
2940,0.0,0.0
3000,0.0,0.64264
3060,0.0,0.6267
3120,0.0,0.87429
3180,0.0,0.18356
3240,0.0,0.20616
3300,0.0,1.59023
3360,0.0,1.03299
3420,0.0,0.34001
3480,0.0,0.37169
3540,0.0,0.34588
3600,0.0,0.53753
3660,0.0,0.7322200000000001
3720,0.0,0.6111300000000001
3780,0.0,0.13109
3840,0.0,0.32565
3900,0.0,1.52427
3960,0.0,1.30651
4020,0.0,0.35042
4080,0.0,0.0
4140,0.0,0.22891
4200,0.0,1.6642599999999999
4260,0.0,0.92847
4320,0.0,1.52488
4380,0.0,0.83646
4440,0.0,0.06068
4500,0.0,0.8819600000000001
4560,0.0,0.8485100000000001
4620,0.0,1.3555000000000001
4680,0.0,0.26897
4740,0.0,0.0
4800,0.0,0.14506
4860,0.0,0.26102
4920,0.0,0.74933
4980,0.0,0.66949
5040,0.0,0.0
5100,0.0,0.31189
5160,0.0,0.0
5220,0.0,0.65233
5280,0.0,0.10656
5340,0.0,0.4283
5400,0.0,0.0
5460,0.0,0.0
5520,0.0,0.0
5580,0.0,0.08159
5640,0.0,1.12476
5700,0.0,0.30732
5760,0.0,0.74141
5820,0.0,0.0731
5880,0.0,0.0
5940,0.0,0.5055499999999999
6000,0.0,0.0
6060,0.0,0.39524
6120,0.0,0.49541999999999997
6180,0.0,0.26144
6240,0.0,0.0
6300,0.0,0.1487
6360,0.0,0.82958
6420,0.0,1.11188
6480,0.0,0.27674
6540,0.0,0.44516
6600,0.0,0.5478799999999999
6660,0.0,0.37621
6720,0.0,0.21821
6780,0.0,0.19369
6840,0.0,0.13118
6900,0.0,0.73958
6960,0.0,0.72865
7020,0.0,0.14511
7080,0.0,0.09569
7140,0.0,0.68183
7200,0.0,0.0
7260,0.0,0.0
7320,0.0,0.11289
7380,0.0,0.50329
7440,0.0,0.19146
7500,0.0,0.9165200000000001
7560,0.0,0.41984
7620,0.0,0.4265
7680,0.0,0.0
7740,0.0,0.59124
7800,0.0,0.20535
7860,0.0,0.44800999999999996
7920,0.0,0.05869
7980,0.0,0.45231
8040,0.0,0.23551
8100,0.0,0.0
8160,0.0,0.19019
8220,0.0,0.27593
8280,0.0,0.15136
8340,0.0,0.95026
8400,0.0,0.8824299999999999
8460,0.0,1.1073499999999998
8520,0.0,0.49521
8580,0.0,0.07685
8640,0.0,0.09501
8700,0.0,0.21885
8760,0.0,0.0
8820,0.0,0.21717
8880,0.0,0.6580600000000001
8940,0.0,0.09231
9000,0.0,0.19247999999999998
9060,0.0,0.14771
9120,0.0,0.51152
9180,0.0,0.17206
9240,0.0,0.0
9300,0.0,0.06889
9360,0.0,0.0
9420,0.0,0.3859
9480,0.0,0.16246
9540,0.0,0.0
9600,0.0,0.0
9660,0.0,0.20618999999999998
9720,0.0,0.15098
9780,0.0,0.28038
9840,0.0,0.0
9900,0.0,0.19599
9960,0.0,0.63207
10020,0.0,0.42074
10080,0.0,0.20307
10140,0.0,0.0
10200,0.0,1.15583
10260,0.0,1.5577900000000002
10320,0.0,0.21320999999999998
10380,0.0,0.20325
10440,0.0,0.62395
10500,0.0,0.26039
10560,0.0,0.10262
10620,0.0,0.66436
10680,0.0,0.24142
10740,0.0,0.46368
10800,0.0,0.14322
10860,0.0,0.20451
10920,0.0,0.0
10980,0.0,0.17483
11040,0.0,0.0
11100,0.0,1.01683
11160,0.0,0.11728
11220,0.0,0.18312
11280,0.0,0.58367
11340,0.0,0.0
