trct,trctname,CNS16,lat,long,tract_number,tract_name,Total Medical Visit
21111012103,"121.03 (Jefferson, KY)",35,38.0979081,-85.8911106,21111012103," Jefferson County, Tract 012103",219.63455968685352
21111012104,"121.04 (Jefferson, KY)",4,38.0446206,-85.9089426,21111012104," Jefferson County, Tract 012104",234.9238766204073
21111012105,"121.05 (Jefferson, KY)",930,38.1146374,-85.8509158,21111012105," Jefferson County, Tract 012105",333.1801402540153
21111012106,"121.06 (Jefferson, KY)",35,38.0996793,-85.8535273,21111012106," Jefferson County, Tract 012106",480.1533854453502
21111012107,"121.07 (Jefferson, KY)",14,38.0626471,-85.8754335,21111012107," Jefferson County, Tract 012107",305.9166342138961
21111012202,"122.02 (Jefferson, KY)",143,38.1375331,-85.7831842,21111012202," Jefferson County, Tract 012202",404.76789429622
21111012203,"122.03 (Jefferson, KY)",344,38.1228947,-85.8270315,21111012203," Jefferson County, Tract 012203",447.9590341241639
21111012204,"122.04 (Jefferson, KY)",30,38.1403322,-85.8041587,21111012204," Jefferson County, Tract 012204",267.47346487842253
21111012301,"123.01 (Jefferson, KY)",54,38.1774044,-85.8059466,21111012301," Jefferson County, Tract 012301",232.3230993425974
21111012302,"123.02 (Jefferson, KY)",147,38.1674381,-85.8121072,21111012302," Jefferson County, Tract 012302",334.4570368788921
21111012406,"124.06 (Jefferson, KY)",138,38.13688,-85.8574095,21111012406," Jefferson County, Tract 012406",319.531478792833
21111012407,"124.07 (Jefferson, KY)",18,38.1306737,-85.8784667,21111012407," Jefferson County, Tract 012407",306.0882784312309
21111012408,"124.08 (Jefferson, KY)",9,38.1287851,-85.8571438,21111012408," Jefferson County, Tract 012408",149.6127947506933
21111012409,"124.09 (Jefferson, KY)",22,38.1135924,-85.8703324,21111012409," Jefferson County, Tract 012409",190.37852908727663
21111012410,"124.10 (Jefferson, KY)",25,38.1476862,-85.8626238,21111012410," Jefferson County, Tract 012410",275.58179681693633
21111012411,"124.11 (Jefferson, KY)",94,38.162191,-85.8651886,21111012411," Jefferson County, Tract 012411",432.3438525325436
21111012501,"125.01 (Jefferson, KY)",170,38.1788439,-85.8210772,21111012501," Jefferson County, Tract 012501",173.39304415231132
21111012502,"125.02 (Jefferson, KY)",198,38.1594528,-85.8395681,21111012502," Jefferson County, Tract 012502",332.49790428295364
21111012503,"125.03 (Jefferson, KY)",28,38.1730738,-85.8475376,21111012503," Jefferson County, Tract 012503",259.5743241446767
21111012601,"126.01 (Jefferson, KY)",169,38.2017236,-85.8196779,21111012601," Jefferson County, Tract 012601",485.1083826853401
21111012603,"126.03 (Jefferson, KY)",188,38.1910787,-85.8195815,21111012603," Jefferson County, Tract 012603",190.6136628540354
21111012604,"126.04 (Jefferson, KY)",15,38.1861397,-85.8387802,21111012604," Jefferson County, Tract 012604",355.4539294106165
21111012701,"127.01 (Jefferson, KY)",31,38.2140735,-85.8445276,21111012701," Jefferson County, Tract 012701",211.46952415840863
21111012702,"127.02 (Jefferson, KY)",0,38.1986347,-85.8696488,21111012702," Jefferson County, Tract 012702",121.73196334095688
21111012703,"127.03 (Jefferson, KY)",32,38.1526698,-85.8929575,21111012703," Jefferson County, Tract 012703",358.25643300932194
21111012801,"128.01 (Jefferson, KY)",65,38.2127632,-85.8027906,21111012801," Jefferson County, Tract 012801",204.3247855669772
21111012802,"128.02 (Jefferson, KY)",48,38.2090485,-85.7937792,21111012802," Jefferson County, Tract 012802",147.65147669441936
21111013100,"131 (Jefferson, KY)",14,38.2225616,-85.6767822,21111013100," Jefferson County, Tract 013100",138.82942024303512
21111980100,"9801 (Jefferson, KY)",0,38.1661571,-85.7336461,21111980100," Jefferson County, Tract 980100",0.0
21113060101,"601.01 (Jessamine, KY)",194,37.9010867,-84.5857267,21113060101," Jessamine County, Tract 060101",505.0271706805231
21113060102,"601.02 (Jessamine, KY)",256,37.8790226,-84.5309882,21113060102," Jessamine County, Tract 060102",417.0653546712375
21113060200,"602 (Jessamine, KY)",230,37.8980543,-84.4932444,21113060200," Jessamine County, Tract 060200",293.9660663048048
21113060300,"603 (Jessamine, KY)",55,37.810777,-84.5624972,21113060300," Jessamine County, Tract 060300",156.44968946173896
21113060400,"604 (Jessamine, KY)",464,37.8511603,-84.6656864,21113060400," Jessamine County, Tract 060400",522.5657931333845
21113060502,"605.02 (Jessamine, KY)",40,37.8597984,-84.5609354,21113060502," Jessamine County, Tract 060502",368.3508340907998
21113060503,"605.03 (Jessamine, KY)",101,37.8692493,-84.5854803,21113060503," Jessamine County, Tract 060503",299.2586321661923
21113060504,"605.04 (Jessamine, KY)",31,37.8601389,-84.6047129,21113060504," Jessamine County, Tract 060504",190.88576392909675
21113060600,"606 (Jessamine, KY)",178,37.9437405,-84.6169285,21113060600," Jessamine County, Tract 060600",442.3203002770023
21115960100,"9601 (Johnson, KY)",4,37.8962136,-82.7821301,21115960100," Johnson County, Tract 960100",203.4057781639009
21115960200,"9602 (Johnson, KY)",19,37.9058683,-82.941642,21115960200," Johnson County, Tract 960200",155.81542740964812
21115960300,"9603 (Johnson, KY)",5,37.7689737,-82.8959537,21115960300," Johnson County, Tract 960300",185.0768361731013
21115960400,"9604 (Johnson, KY)",560,37.8255974,-82.8368133,21115960400," Johnson County, Tract 960400",428.977955144389
21115960500,"9605 (Johnson, KY)",104,37.847907,-82.7179262,21115960500," Johnson County, Tract 960500",171.93695719657433
21115960600,"9606 (Johnson, KY)",208,37.7696776,-82.7332983,21115960600," Johnson County, Tract 960600",300.250895366699
21117060300,"603 (Kenton, KY)",29,39.082964,-84.5188137,21117060300," Kenton County, Tract 060300",90.4745783380364
21117060700,"607 (Kenton, KY)",36,39.0782016,-84.5153104,21117060700," Kenton County, Tract 060700",94.69051695932676
21117060900,"609 (Kenton, KY)",87,39.0698821,-84.5047311,21117060900," Kenton County, Tract 060900",126.20200079220056
21117061000,"610 (Kenton, KY)",240,39.0711287,-84.4980095,21117061000," Kenton County, Tract 061000",120.93559334865076
21117061100,"611 (Kenton, KY)",24,39.0609184,-84.4994805,21117061100," Kenton County, Tract 061100",88.8972866546035
21117061200,"612 (Kenton, KY)",253,39.0395045,-84.4901016,21117061200," Kenton County, Tract 061200",160.96927409039887
21117061300,"613 (Kenton, KY)",118,39.0408358,-84.5045396,21117061300," Kenton County, Tract 061300",148.86565540567355
21117061400,"614 (Kenton, KY)",97,39.050332,-84.5103574,21117061400," Kenton County, Tract 061400",218.38727683939032
21117061600,"616 (Kenton, KY)",3,39.0766469,-84.5228277,21117061600," Kenton County, Tract 061600",63.84888116372004
21117063603,"636.03 (Kenton, KY)",281,38.9850586,-84.5753209,21117063603," Kenton County, Tract 063603",517.1398096238705
21117063604,"636.04 (Kenton, KY)",14,38.9639066,-84.5719582,21117063604," Kenton County, Tract 063604",330.59888033799166
21117063605,"636.05 (Kenton, KY)",157,38.9300893,-84.5705723,21117063605," Kenton County, Tract 063605",691.2746274068778
21117063606,"636.06 (Kenton, KY)",37,38.9564439,-84.5341238,21117063606," Kenton County, Tract 063606",252.4298112456957
21117063701,"637.01 (Kenton, KY)",0,38.8373811,-84.565367,21117063701," Kenton County, Tract 063701",226.58987727323253
21117063702,"637.02 (Kenton, KY)",29,38.8704146,-84.4869355,21117063702," Kenton County, Tract 063702",271.8469975756732
21117063800,"638 (Kenton, KY)",80,39.0857439,-84.5312543,21117063800," Kenton County, Tract 063800",167.88625365609255
21117064000,"640 (Kenton, KY)",201,39.0657784,-84.580574,21117064000," Kenton County, Tract 064000",407.2448967408422
21117064100,"641 (Kenton, KY)",91,39.0514751,-84.5947533,21117064100," Kenton County, Tract 064100",335.04913301272177
21117064200,"642 (Kenton, KY)",810,39.0427282,-84.6122623,21117064200," Kenton County, Tract 064200",103.26488463965418
21117064300,"643 (Kenton, KY)",72,39.0174181,-84.6116673,21117064300," Kenton County, Tract 064300",200.1497675400115
21117064400,"644 (Kenton, KY)",271,39.0292067,-84.5968988,21117064400," Kenton County, Tract 064400",208.59099791311763
21117064500,"645 (Kenton, KY)",417,39.0178602,-84.5873976,21117064500," Kenton County, Tract 064500",241.71072343466005
21117064600,"646 (Kenton, KY)",308,39.0342773,-84.5682881,21117064600," Kenton County, Tract 064600",364.4341099718177
21117064700,"647 (Kenton, KY)",215,39.0422508,-84.5522621,21117064700," Kenton County, Tract 064700",311.7613656082825
21117064800,"648 (Kenton, KY)",372,39.0668395,-84.5507521,21117064800," Kenton County, Tract 064800",210.5031978431753
21117064900,"649 (Kenton, KY)",23,39.0682423,-84.5319326,21117064900," Kenton County, Tract 064900",180.68454506020296
21117065000,"650 (Kenton, KY)",86,39.0682845,-84.5117926,21117065000," Kenton County, Tract 065000",203.9569652707992
21117065100,"651 (Kenton, KY)",57,39.059108,-84.5193144,21117065100," Kenton County, Tract 065100",182.7451783781247
21117065200,"652 (Kenton, KY)",261,39.0519447,-84.5311183,21117065200," Kenton County, Tract 065200",285.6219384170057
21117065300,"653 (Kenton, KY)",148,39.0037296,-84.5145866,21117065300," Kenton County, Tract 065300",626.9121178967491
21117065400,"654 (Kenton, KY)",6177,39.0196812,-84.5588322,21117065400," Kenton County, Tract 065400",107.25788847467054
21117065501,"655.01 (Kenton, KY)",2,38.9986303,-84.5691804,21117065501," Kenton County, Tract 065501",300.7338244947547
21117065502,"655.02 (Kenton, KY)",68,39.0046563,-84.5473238,21117065502," Kenton County, Tract 065502",251.78025364449343
21117065600,"656 (Kenton, KY)",33,38.9992814,-84.5932552,21117065600," Kenton County, Tract 065600",353.62304040683097
21117065700,"657 (Kenton, KY)",12,39.0049767,-84.608083,21117065700," Kenton County, Tract 065700",117.61259361722152
21117065800,"658 (Kenton, KY)",7,38.9517691,-84.4998731,21117065800," Kenton County, Tract 065800",190.3020601747296
21117065900,"659 (Kenton, KY)",0,38.9654572,-84.4649457,21117065900," Kenton County, Tract 065900",97.62488843854484
21117066800,"668 (Kenton, KY)",60,38.9686323,-84.5194286,21117066800," Kenton County, Tract 066800",416.373175706505
21117066900,"669 (Kenton, KY)",7,39.0683413,-84.6090583,21117066900," Kenton County, Tract 066900",254.05262905363023
21117067000,"670 (Kenton, KY)",551,39.0879823,-84.5117146,21117067000," Kenton County, Tract 067000",210.0535380466868
21117067100,"671 (Kenton, KY)",150,39.077475,-84.5039844,21117067100," Kenton County, Tract 067100",124.73400556396086
21119960100,"9601 (Knott, KY)",106,37.4382309,-82.9412143,21119960100," Knott County, Tract 960100",155.59803635635768
21119960200,"9602 (Knott, KY)",119,37.3759648,-83.0567079,21119960200," Knott County, Tract 960200",184.21595753216965
21119960300,"9603 (Knott, KY)",303,37.3334017,-82.9366345,21119960300," Knott County, Tract 960300",253.17878104502304
21119960400,"9604 (Knott, KY)",8,37.3425162,-82.7989097,21119960400," Knott County, Tract 960400",147.9430965625725
21119960500,"9605 (Knott, KY)",23,37.258764,-82.9749269,21119960500," Knott County, Tract 960500",243.93760118572308
21121930100,"9301 (Knox, KY)",6,36.9329523,-83.6871662,21121930100," Knox County, Tract 930100",98.10907802871452
21121930200,"9302 (Knox, KY)",30,36.981531,-83.8336263,21121930200," Knox County, Tract 930200",223.68749541045983
21121930300,"9303 (Knox, KY)",119,36.9419693,-83.9478428,21121930300," Knox County, Tract 930300",193.14849220712836
21121930400,"9304 (Knox, KY)",567,36.9365805,-84.0474021,21121930400," Knox County, Tract 930400",468.2838939415324
21121930500,"9305 (Knox, KY)",505,36.8621708,-83.9633828,21121930500," Knox County, Tract 930500",366.0153130711996
21121930601,"9306.01 (Knox, KY)",142,36.8873065,-83.8075913,21121930601," Knox County, Tract 930601",345.9252804818311
21121930602,"9306.02 (Knox, KY)",313,36.8547648,-83.8142798,21121930602," Knox County, Tract 930602",138.79562976943788
21121930700,"9307 (Knox, KY)",2,36.7633779,-83.8944591,21121930700," Knox County, Tract 930700",115.34112956718972
21123960101,"9601.01 (Larue, KY)",1,37.6360354,-85.6630153,21123960101," Larue County, Tract 960101",110.56840607673064
21123960102,"9601.02 (Larue, KY)",280,37.5786532,-85.7403051,21123960102," Larue County, Tract 960102",403.99608807827866
21123960200,"9602 (Larue, KY)",24,37.5008613,-85.6010742,21123960200," Larue County, Tract 960200",154.68072347916618
21123960300,"9603 (Larue, KY)",68,37.4811007,-85.7893088,21123960300," Larue County, Tract 960300",237.56819055345883
21125970100,"9701 (Laurel, KY)",40,37.1991412,-84.0101912,21125970100," Laurel County, Tract 970100",194.35020680805
21125970200,"9702 (Laurel, KY)",41,37.2552454,-84.1364768,21125970200," Laurel County, Tract 970200",420.45111339062623
21125970300,"9703 (Laurel, KY)",43,37.143172,-84.280296,21125970300," Laurel County, Tract 970300",266.43208643683107
21125970400,"9704 (Laurel, KY)",908,37.1219818,-84.1200747,21125970400," Laurel County, Tract 970400",269.587184684618
21125970500,"9705 (Laurel, KY)",453,37.1413525,-84.0748193,21125970500," Laurel County, Tract 970500",300.3155309128973
21125970600,"9706 (Laurel, KY)",901,37.1204342,-84.0990748,21125970600," Laurel County, Tract 970600",235.39887414987797
21125970700,"9707 (Laurel, KY)",418,37.0838517,-84.0703958,21125970700," Laurel County, Tract 970700",353.91765948459715
21125970800,"9708 (Laurel, KY)",176,37.094859,-83.9728805,21125970800," Laurel County, Tract 970800",332.94410668961086
21125970900,"9709 (Laurel, KY)",2,37.0427105,-83.9700717,21125970900," Laurel County, Tract 970900",204.76965568206973
21125971001,"9710.01 (Laurel, KY)",39,37.0352506,-84.0717895,21125971001," Laurel County, Tract 971001",195.2847289464987
21125971002,"9710.02 (Laurel, KY)",544,36.9881174,-84.0763603,21125971002," Laurel County, Tract 971002",415.5015310663193
21125971101,"9711.01 (Laurel, KY)",12,37.0208165,-84.2664486,21125971101," Laurel County, Tract 971101",154.1354092990872
21125971102,"9711.02 (Laurel, KY)",58,37.0123736,-84.1279361,21125971102," Laurel County, Tract 971102",413.36091999048097
21127930100,"9301 (Lawrence, KY)",1033,38.1611261,-82.666982,21127930100," Lawrence County, Tract 930100",448.7401134179856
21127930200,"9302 (Lawrence, KY)",6,38.1489629,-82.7796352,21127930200," Lawrence County, Tract 930200",104.50436102783436
21127930300,"9303 (Lawrence, KY)",1,38.0280622,-82.9016726,21127930300," Lawrence County, Tract 930300",93.51113660229232
21127930400,"9304 (Lawrence, KY)",4,38.0002146,-82.7134492,21127930400," Lawrence County, Tract 930400",178.30473685743664
21127930500,"9305 (Lawrence, KY)",4,37.9756485,-82.5846322,21127930500," Lawrence County, Tract 930500",163.63672231563262
21129950100,"9501 (Lee, KY)",373,37.6384906,-83.7388335,21129950100," Lee County, Tract 950100",245.4911806520172
21129950200,"9502 (Lee, KY)",0,37.5422385,-83.8016615,21129950200," Lee County, Tract 950200",106.3953430398954
21129950300,"9503 (Lee, KY)",3,37.5722401,-83.6029789,21129950300," Lee County, Tract 950300",88.54929528135771
21131920100,"9201 (Leslie, KY)",346,37.1702638,-83.4320337,21131920100," Leslie County, Tract 920100",313.01470701166363
21131920200,"9202 (Leslie, KY)",6,36.9991684,-83.3952004,21131920200," Leslie County, Tract 920200",173.63121915956498
21131920300,"9203 (Leslie, KY)",14,37.1166615,-83.2539981,21131920300," Leslie County, Tract 920300",172.12775775997358
21133950100,"9501 (Letcher, KY)",51,37.1929417,-82.6353909,21133950100," Letcher County, Tract 950100",181.67618241098015
21133950200,"9502 (Letcher, KY)",98,37.1845196,-82.7184507,21133950200," Letcher County, Tract 950200",288.760046500844
21133950300,"9503 (Letcher, KY)",45,37.246606,-82.817248,21133950300," Letcher County, Tract 950300",92.2314097325926
21133950401,"9504.01 (Letcher, KY)",446,37.0995645,-82.8157915,21133950401," Letcher County, Tract 950401",197.47925600576465
21133950402,"9504.02 (Letcher, KY)",600,37.1584445,-82.829963,21133950402," Letcher County, Tract 950402",310.6797874213511
21133950500,"9505 (Letcher, KY)",1,37.0266788,-82.8111797,21133950500," Letcher County, Tract 950500",69.03070417495903
21133950600,"9506 (Letcher, KY)",56,37.092235,-82.974549,21133950600," Letcher County, Tract 950600",315.50219072649054
21135930100,"9301 (Lewis, KY)",10,38.5876846,-83.1709781,21135930100," Lewis County, Tract 930100",272.84219321352066
21135930200,"9302 (Lewis, KY)",354,38.578236,-83.3597425,21135930200," Lewis County, Tract 930200",244.1517515439263
21135930300,"9303 (Lewis, KY)",16,38.5990085,-83.5454582,21135930300," Lewis County, Tract 930300",205.8677099307082
21135930400,"9304 (Lewis, KY)",1,38.4390318,-83.3842697,21135930400," Lewis County, Tract 930400",139.44495504599834
21137920101,"9201.01 (Lincoln, KY)",65,37.4923129,-84.6612953,21137920101," Lincoln County, Tract 920101",146.13253372946895
21137920102,"9201.02 (Lincoln, KY)",474,37.5686815,-84.7295748,21137920102," Lincoln County, Tract 920102",319.5143893679869
21137920103,"9201.03 (Lincoln, KY)",3,37.5544056,-84.6287711,21137920103," Lincoln County, Tract 920103",132.52694206836696
21137920200,"9202 (Lincoln, KY)",5,37.4819695,-84.7988797,21137920200," Lincoln County, Tract 920200",349.42789629586474
21137920300,"9203 (Lincoln, KY)",28,37.378425,-84.6647902,21137920300," Lincoln County, Tract 920300",365.62678768795126
21137920400,"9204 (Lincoln, KY)",13,37.448577,-84.5346229,21137920400," Lincoln County, Tract 920400",240.5683294418432
21139040100,"401 (Livingston, KY)",297,37.2773754,-88.3419159,21139040100," Livingston County, Tract 040100",208.4590025350604
21139040200,"402 (Livingston, KY)",37,37.0994978,-88.3279537,21139040200," Livingston County, Tract 040200",419.59053765724303
21141960100,"9601 (Logan, KY)",68,36.9051438,-86.7272421,21141960100," Logan County, Tract 960100",349.04869717484246
21141960200,"9602 (Logan, KY)",15,37.0226571,-86.9363665,21141960200," Logan County, Tract 960200",223.3943045943317
21141960300,"9603 (Logan, KY)",45,36.8991259,-86.8446265,21141960300," Logan County, Tract 960300",355.44131793278046
21141960400,"9604 (Logan, KY)",101,36.844696,-86.9955664,21141960400," Logan County, Tract 960400",309.5906430793813
21141960500,"9605 (Logan, KY)",462,36.7959977,-86.8813458,21141960500," Logan County, Tract 960500",288.32487999585976
21141960600,"9606 (Logan, KY)",9,36.6949992,-86.8979621,21141960600," Logan County, Tract 960600",197.04491653765544
21143960100,"9601 (Lyon, KY)",383,37.0924072,-88.1354755,21143960100," Lyon County, Tract 960100",455.5355979366907
21143960200,"9602 (Lyon, KY)",0,36.9975364,-87.9843227,21143960200," Lyon County, Tract 960200",147.99808854902412
21143980100,"9801 (Lyon, KY)",0,36.9619364,-88.1153019,21143980100," Lyon County, Tract 980100",0.0
21145030100,"301 (McCracken, KY)",6,37.0627888,-88.5698403,21145030100," McCracken County, Tract 030100",65.94331769949953
21145030200,"302 (McCracken, KY)",23,37.0705864,-88.5937931,21145030200," McCracken County, Tract 030200",138.68718473158305
21145030300,"303 (McCracken, KY)",335,37.0915613,-88.599161,21145030300," McCracken County, Tract 030300",107.42324389456824
21145030400,"304 (McCracken, KY)",118,37.1040761,-88.6260302,21145030400," McCracken County, Tract 030400",100.60724357543538
21145030500,"305 (McCracken, KY)",200,37.0830462,-88.6155185,21145030500," McCracken County, Tract 030500",87.98999195157973
21145030600,"306 (McCracken, KY)",72,37.0645855,-88.6108891,21145030600," McCracken County, Tract 030600",218.63598034208545
21145030700,"307 (McCracken, KY)",2857,37.0774493,-88.6334401,21145030700," McCracken County, Tract 030700",231.61076067962367
21145030800,"308 (McCracken, KY)",291,37.0723882,-88.6555766,21145030800," McCracken County, Tract 030800",355.67333208441784
21145030900,"309 (McCracken, KY)",2019,37.0502384,-88.630456,21145030900," McCracken County, Tract 030900",234.27827771759627
21145031000,"310 (McCracken, KY)",33,37.0331215,-88.5811087,21145031000," McCracken County, Tract 031000",259.16084144239494
21145031100,"311 (McCracken, KY)",83,37.0097729,-88.5185108,21145031100," McCracken County, Tract 031100",392.818096013516
21145031200,"312 (McCracken, KY)",8,36.9867646,-88.5831914,21145031200," McCracken County, Tract 031200",257.6987204054344
21145031301,"313.01 (McCracken, KY)",370,37.040912,-88.6717544,21145031301," McCracken County, Tract 031301",326.5958920114992
21145031302,"313.02 (McCracken, KY)",58,37.0215069,-88.6813643,21145031302," McCracken County, Tract 031302",411.6848400113142
21145031400,"314 (McCracken, KY)",870,37.095235,-88.6896751,21145031400," McCracken County, Tract 031400",473.476512702147
21145031500,"315 (McCracken, KY)",16,37.1173163,-88.813302,21145031500," McCracken County, Tract 031500",413.4930233016458
21145031600,"316 (McCracken, KY)",5,36.9841802,-88.7613211,21145031600," McCracken County, Tract 031600",210.6541904611113
21147960100,"9601 (McCreary, KY)",83,36.8681102,-84.4412267,21147960100," McCreary County, Tract 960100",161.84011836923307
21147960200,"9602 (McCreary, KY)",0,36.7068653,-84.6101363,21147960200," McCreary County, Tract 960200",58.59591948101336
21147960300,"9603 (McCreary, KY)",90,36.7379269,-84.4508918,21147960300," McCreary County, Tract 960300",405.1627067766494
21147960400,"9604 (McCreary, KY)",94,36.645013,-84.3987478,21147960400," McCreary County, Tract 960400",409.2930711326081
21149970100,"9701 (McLean, KY)",25,37.5348994,-87.1377192,21149970100," McLean County, Tract 970100",193.04150931459083
21149970200,"9702 (McLean, KY)",127,37.584612,-87.3184809,21149970200," McLean County, Tract 970200",224.8613545296472
21149970500,"9705 (McLean, KY)",9,37.445379,-87.2418466,21149970500," McLean County, Tract 970500",189.6200111417883
21151010101,"101.01 (Madison, KY)",69,37.8344095,-84.2162914,21151010101," Madison County, Tract 010101",155.9413422868236
21151010102,"101.02 (Madison, KY)",174,37.8471615,-84.3201003,21151010102," Madison County, Tract 010102",443.8882245129879
21151010200,"102 (Madison, KY)",66,37.7753969,-84.3015392,21151010200," Madison County, Tract 010200",212.65173208563948
21151010300,"103 (Madison, KY)",869,37.7572108,-84.2625921,21151010300," Madison County, Tract 010300",502.6628940909871
21151010400,"104 (Madison, KY)",30,37.7485267,-84.2917268,21151010400," Madison County, Tract 010400",111.52330569387564
21151010500,"105 (Madison, KY)",0,37.7377246,-84.2975066,21151010500," Madison County, Tract 010500",157.17102523398765
21151010600,"106 (Madison, KY)",314,37.7435733,-84.3046828,21151010600," Madison County, Tract 010600",411.54845181381495
21151010701,"107.01 (Madison, KY)",355,37.7770771,-84.3486573,21151010701," Madison County, Tract 010701",258.06878503668906
21151010702,"107.02 (Madison, KY)",105,37.7528594,-84.3408665,21151010702," Madison County, Tract 010702",254.61370487151643
21151010800,"108 (Madison, KY)",8,37.7387254,-84.4136901,21151010800," Madison County, Tract 010800",295.24402998489023
21151010901,"109.01 (Madison, KY)",12,37.6701125,-84.2746522,21151010901," Madison County, Tract 010901",215.45878968512764
21151010902,"109.02 (Madison, KY)",449,37.7097884,-84.2991755,21151010902," Madison County, Tract 010902",223.83396494700656
21151010903,"109.03 (Madison, KY)",287,37.724939,-84.3160746,21151010903," Madison County, Tract 010903",207.7440453961147
21151011000,"110 (Madison, KY)",13,37.7457515,-84.1653889,21151011000," Madison County, Tract 011000",365.53214614243535
21151011100,"111 (Madison, KY)",14,37.6024501,-84.1931116,21151011100," Madison County, Tract 011100",394.712312540036
21151011200,"112 (Madison, KY)",485,37.6183733,-84.2923349,21151011200," Madison County, Tract 011200",378.3167256960166
21151011301,"113.01 (Madison, KY)",38,37.5459855,-84.2900967,21151011301," Madison County, Tract 011301",150.00747273137978
21151011302,"113.02 (Madison, KY)",545,37.5704476,-84.2719293,21151011302," Madison County, Tract 011302",278.1350886148496
21151011400,"114 (Madison, KY)",180,37.6072996,-84.3735443,21151011400," Madison County, Tract 011400",299.50998126085045
21153970100,"9701 (Magoffin, KY)",7,37.7277182,-83.1922261,21153970100," Magoffin County, Tract 970100",107.54967307476186
21153970200,"9702 (Magoffin, KY)",275,37.8069483,-83.0633775,21153970200," Magoffin County, Tract 970200",397.9637150039911
21153970300,"9703 (Magoffin, KY)",33,37.6622767,-83.0698873,21153970300," Magoffin County, Tract 970300",179.5111448279312
21153970400,"9704 (Magoffin, KY)",2,37.5790794,-82.9879015,21153970400," Magoffin County, Tract 970400",106.71691087079182
21155970200,"9702 (Marion, KY)",805,37.601512,-85.2619372,21155970200," Marion County, Tract 970200",319.4713907078912
21155970300,"9703 (Marion, KY)",7,37.5902809,-85.33754,21155970300," Marion County, Tract 970300",119.72245428181682
21155970400,"9704 (Marion, KY)",15,37.6422098,-85.4251028,21155970400," Marion County, Tract 970400",180.0401535801504
21155970500,"9705 (Marion, KY)",4,37.5205521,-85.412449,21155970500," Marion County, Tract 970500",108.11240805159557
21155970700,"9707 (Marion, KY)",204,37.5442451,-85.2255657,21155970700," Marion County, Tract 970700",360.5575395125009
21155970800,"9708 (Marion, KY)",0,37.4733821,-85.1157399,21155970800," Marion County, Tract 970800",101.6282094609524
21157950100,"9501 (Marshall, KY)",200,37.0197609,-88.3818261,21157950100," Marshall County, Tract 950100",367.5772104643634
21157950200,"9502 (Marshall, KY)",42,36.9490707,-88.4126567,21157950200," Marshall County, Tract 950200",329.2784293521908
21157950300,"9503 (Marshall, KY)",76,36.944836,-88.2929718,21157950300," Marshall County, Tract 950300",281.2252111087525
21157950400,"9504 (Marshall, KY)",353,36.8591986,-88.3682922,21157950400," Marshall County, Tract 950400",354.65680636808804
21157950500,"9505 (Marshall, KY)",20,36.8234215,-88.405229,21157950500," Marshall County, Tract 950500",327.6807305054968
21157950600,"9506 (Marshall, KY)",6,36.8375073,-88.2154343,21157950600," Marshall County, Tract 950600",474.1169301158037
21159950100,"9501 (Martin, KY)",61,37.8463281,-82.4516166,21159950100," Martin County, Tract 950100",202.2769849294389
21159950200,"9502 (Martin, KY)",287,37.8107462,-82.5524896,21159950200," Martin County, Tract 950200",437.9237940305037
21159950300,"9503 (Martin, KY)",2,37.755734,-82.393992,21159950300," Martin County, Tract 950300",66.07079526341532
21161960100,"9601 (Mason, KY)",8,38.5722696,-83.710751,21161960100," Mason County, Tract 960100",231.13293304761652
21161960200,"9602 (Mason, KY)",90,38.6199008,-83.7324097,21161960200," Mason County, Tract 960200",199.5200463857904
21161960300,"9603 (Mason, KY)",468,38.6627154,-83.792774,21161960300," Mason County, Tract 960300",267.9479102684759
21161960400,"9604 (Mason, KY)",799,38.6330882,-83.8705204,21161960400," Mason County, Tract 960400",278.1519698619078
21161960500,"9605 (Mason, KY)",3,38.5253922,-83.8664645,21161960500," Mason County, Tract 960500",111.93658524384983
21163970100,"9701 (Meade, KY)",2,37.9357475,-85.9920287,21163970100," Meade County, Tract 970100",57.62384165507016
21163970200,"9702 (Meade, KY)",1,37.9014736,-85.9864741,21163970200," Meade County, Tract 970200",107.20350714359112
21163970301,"9703.01 (Meade, KY)",7,37.8982899,-86.0947433,21163970301," Meade County, Tract 970301",186.2684796940645
21163970302,"9703.02 (Meade, KY)",8,37.8414314,-86.1085291,21163970302," Meade County, Tract 970302",334.047174978799
21163970401,"9704.01 (Meade, KY)",52,37.9265888,-86.1913236,21163970401," Meade County, Tract 970401",330.6722283533386
21163970402,"9704.02 (Meade, KY)",296,37.9877579,-86.1422733,21163970402," Meade County, Tract 970402",495.3423708841826
21163970500,"9705 (Meade, KY)",6,38.0535869,-86.3269283,21163970500," Meade County, Tract 970500",190.16913416470825
21163980100,"9801 (Meade, KY)",0,37.9191933,-86.0095397,21163980100," Meade County, Tract 980100",0.5343511450381679
21165960100,"9601 (Menifee, KY)",134,37.9495892,-83.5550555,21165960100," Menifee County, Tract 960100",249.9767681901565
21165960200,"9602 (Menifee, KY)",158,37.933617,-83.7120643,21165960200," Menifee County, Tract 960200",175.6531649791266
21167960100,"9601 (Mercer, KY)",16,37.8802349,-84.9055313,21167960100," Mercer County, Tract 960100",286.65032164140666
21167960200,"9602 (Mercer, KY)",54,37.7911654,-84.932733,21167960200," Mercer County, Tract 960200",342.4906196287244
21167960300,"9603 (Mercer, KY)",98,37.7239399,-84.9083787,21167960300," Mercer County, Tract 960300",232.46256746938684
